Epoch,train_loss_s0,val_loss_s0,train_loss_s1,val_loss_s1
Epoch 36,66.6407470703125,67.04386671969765,69.74504089355469,69.69287353314851
Epoch 37,66.16437530517578,67.26815605163574,69.27143096923828,69.14524561229506
Epoch 38,66.15001678466797,66.43439813915052,68.87686157226562,68.74639026240298
Epoch 39,65.66071319580078,66.16991454676578,68.9502944946289,68.49697629025108
Epoch 40,64.91669464111328,65.80988654086464,68.66736602783203,68.88733303672389
Epoch 41,64.52641296386719,65.57054163280286,68.34557342529297,68.23128086893182
Epoch 42,63.802978515625,65.29675622237356,68.08850860595703,68.46492365786904
Epoch 43,63.67683029174805,65.39770243795294,67.86908721923828,70.04474900898181
Epoch 44,63.28083038330078,64.74235886021664,67.77728271484375,68.27598773554752
Epoch 45,63.205265045166016,64.3510977594476,67.56607055664062,67.41852155986585
Epoch 46,62.01219940185547,65.60435868313438,66.89275360107422,67.56292703528153
Epoch 47,61.83934783935547,63.982166551288806,66.58929443359375,67.2954073654978
Epoch 48,61.56737518310547,62.95446322591681,66.1887435913086,67.01523634258069
Epoch 49,60.357872009277344,62.82350523095382,65.96178436279297,66.9528786307887
Epoch 50,59.50297546386719,61.93292463202226,65.6241683959961,66.63857829445287
Epoch 51,59.368282318115234,61.09911955783242,65.58685302734375,66.15178897255345
Epoch 52,58.425636291503906,62.1642253173025,65.4788589477539,68.45806290475946
Epoch 53,57.930824279785156,61.79015258989836,64.17178344726562,66.02365508832429
Epoch 54,57.59996032714844,61.5507222025018,63.81049728393555,65.14520119114925
Epoch 55,57.227474212646484,59.46068255775853,63.461341857910156,65.40096208672774
Epoch 56,56.32221221923828,58.94702671452573,63.56438064575195,64.69741819281327
Epoch 57,55.894866943359375,58.475016302811476,62.28437423706055,63.819604341607345
Epoch 58,55.20425033569336,57.99117753380224,61.88160705566406,64.50089829093531
Epoch 59,54.52096939086914,57.01553512874403,61.61929702758789,63.78273979990106
Epoch 60,53.621952056884766,56.65060337468198,61.21284103393555,62.895611542149595
Epoch 61,53.22335433959961,56.75032951957301,61.181304931640625,63.157433088202225
Epoch 62,52.661808013916016,55.603762205023514,60.154205322265625,63.060216451946054
Epoch 63,51.76477813720703,55.91783591822574,59.878910064697266,62.7300894787437
Epoch 64,51.162479400634766,55.54527692292866,59.60444259643555,63.428995042098194
Epoch 65,51.0512580871582,53.54356498216328,59.43067932128906,61.18822592685097
Epoch 66,49.53378677368164,53.54502745176617,58.34622573852539,60.702575241891964
Epoch 67,48.59452438354492,53.54285375193545,57.52648162841797,61.03273552342465
Epoch 68,48.90935516357422,51.88891989055433,57.185585021972656,60.351551648190146
Epoch 69,47.691959381103516,51.9542607558401,56.571292877197266,60.18557064658717
Epoch 70,46.64045333862305,52.0569256682145,55.88551330566406,59.7893095217253
Epoch 71,46.316810607910156,50.2699854524512,55.36058807373047,59.318524862590586
Epoch 72,45.92072296142578,51.283502096878856,55.12813186645508,59.151125857704564
Epoch 73,45.06540298461914,51.02067807348151,54.2534065246582,59.03589387190969
