Epoch - Batch,Loss student 0,Loss student 1,Ensemble loss,Multiloss value
Epoch 176 - Batch 25,10.475855,16.267294,17.800144,65.46956
Epoch 176 - Batch 26,5.8458266,8.379515,15.982786,51.43576
Epoch 176 - Batch 27,9.966009,17.805508,24.008892,74.820404
Epoch 176 - Batch 28,7.878682,11.820669,21.56263,64.30754
Epoch 177 - Batch 0,10.49218,12.272335,20.502172,66.54973
Epoch 177 - Batch 1,4.9247127,6.107912,13.511586,48.928654
Epoch 177 - Batch 2,6.4203634,10.695289,16.670187,52.974
Epoch 177 - Batch 3,5.652508,7.9997935,17.423819,54.48056
Epoch 177 - Batch 4,6.4464574,9.372586,17.080563,61.38486
Epoch 177 - Batch 5,6.666752,7.0963383,13.6425705,49.010044
Epoch 177 - Batch 6,8.716099,8.589436,16.104885,54.364258
Epoch 177 - Batch 7,5.3859005,8.973528,14.558453,49.720566
Epoch 177 - Batch 8,3.893905,9.402849,17.554728,53.513725
Epoch 177 - Batch 9,5.0251827,8.633209,17.074152,55.226357
Epoch 177 - Batch 10,4.0469213,4.9397545,14.093637,44.870552
Epoch 177 - Batch 11,5.9716196,7.865316,14.299839,50.506493
Epoch 177 - Batch 12,14.165944,11.871768,21.04371,70.2904
Epoch 177 - Batch 13,8.474339,10.8944435,19.646122,60.41226
Epoch 177 - Batch 14,3.7617502,6.26253,12.560748,44.546776
Epoch 177 - Batch 15,8.028622,8.939022,16.858515,57.16912
Epoch 177 - Batch 16,7.6538286,12.087226,17.823254,57.27383
Epoch 177 - Batch 17,5.2603645,7.7313433,15.780693,52.965435
Epoch 177 - Batch 18,6.7621584,8.553805,19.425793,58.951565
Epoch 177 - Batch 19,4.524184,8.028569,13.483872,48.793648
Epoch 177 - Batch 20,7.0941305,10.809169,13.878897,50.05668
Epoch 177 - Batch 21,6.8562646,9.543973,15.290827,52.907715
Epoch 177 - Batch 22,5.8971996,6.145551,11.460052,42.5826
Epoch 177 - Batch 23,7.783676,10.117348,14.821317,51.549366
Epoch 177 - Batch 24,7.751364,7.6199403,14.711918,51.06555
Epoch 177 - Batch 25,7.0239124,9.907017,16.130583,56.145195
Epoch 177 - Batch 26,8.363207,10.96573,15.923461,55.862926
Epoch 177 - Batch 27,5.299892,6.1772976,14.648,47.571827
Epoch 177 - Batch 28,6.0033283,11.431045,13.347645,55.57272
Epoch 178 - Batch 0,7.191017,9.5024,14.235666,55.908165
Epoch 178 - Batch 1,7.8489766,9.216972,18.183506,59.03564
Epoch 178 - Batch 2,4.843354,5.05025,15.877716,48.678104
Epoch 178 - Batch 3,7.204341,9.497696,16.813766,52.9497
Epoch 178 - Batch 4,5.2791533,7.3408537,16.279282,52.093777
Epoch 178 - Batch 5,8.563096,8.373764,19.348915,64.8029
Epoch 178 - Batch 6,6.592081,7.686752,13.877176,48.943367
Epoch 178 - Batch 7,5.2451687,7.5533237,13.349395,46.049835
Epoch 178 - Batch 8,7.851357,8.707676,14.887138,50.672848
Epoch 178 - Batch 9,7.31501,6.359299,14.215049,50.100647
Epoch 178 - Batch 10,4.1315894,6.816325,17.548775,53.180008
Epoch 178 - Batch 11,3.2101007,6.2195415,14.066777,46.685535
Epoch 178 - Batch 12,5.794611,6.666542,13.154956,48.41756
Epoch 178 - Batch 13,9.103714,10.610004,16.90361,58.355743
Epoch 178 - Batch 14,7.6836214,10.299556,15.077357,54.84383
Epoch 178 - Batch 15,2.5851536,3.2794235,13.815471,40.823578
Epoch 178 - Batch 16,9.376088,8.341924,19.713898,61.38215
Epoch 178 - Batch 17,11.823151,12.4938,19.350655,62.494953
Epoch 178 - Batch 18,6.1166105,9.200678,16.458763,55.238495
Epoch 178 - Batch 19,7.5454783,7.2799034,17.609262,55.67531
Epoch 178 - Batch 20,6.089207,5.0715446,12.027901,47.248943
Epoch 178 - Batch 21,10.8907385,7.520355,12.25003,48.65045
Epoch 178 - Batch 22,4.9625626,6.0583553,14.108716,46.699394
Epoch 178 - Batch 23,6.448949,5.6140404,12.25957,45.39719
Epoch 178 - Batch 24,10.715168,8.928029,15.449445,54.388622
Epoch 178 - Batch 25,7.8487782,8.972419,16.215162,53.114883
Epoch 178 - Batch 26,6.208105,6.4105616,14.958115,50.153748
Epoch 178 - Batch 27,8.595898,10.530058,16.229885,55.915638
Epoch 178 - Batch 28,6.4221454,7.5854745,12.039401,50.2042
Epoch 179 - Batch 0,7.8446383,12.700719,20.703415,65.213745
Epoch 179 - Batch 1,7.0087137,8.295838,21.226358,60.478287
Epoch 179 - Batch 2,10.114757,10.077055,20.999905,67.32291
Epoch 179 - Batch 3,4.724877,7.2930164,13.2451725,50.70552
Epoch 179 - Batch 4,7.485544,11.042915,17.696358,57.37677
Epoch 179 - Batch 5,5.5620356,6.7905564,17.011463,53.949726
Epoch 179 - Batch 6,8.851762,11.405931,24.17623,72.717476
Epoch 179 - Batch 7,9.335568,9.602499,15.305379,56.138996
Epoch 179 - Batch 8,6.817996,7.9322033,16.528172,52.68781
Epoch 179 - Batch 9,4.931581,7.4314966,13.706821,46.282536
Epoch 179 - Batch 10,4.244196,8.194307,12.86718,47.939373
Epoch 179 - Batch 11,4.290483,7.097214,18.402533,54.39183
Epoch 179 - Batch 12,3.695949,4.407749,13.628906,44.901627
Epoch 179 - Batch 13,6.1806974,12.589912,16.019886,57.301193
Epoch 179 - Batch 14,7.4183874,9.892656,17.816841,57.952415
Epoch 179 - Batch 15,7.8300905,10.150965,17.858187,58.745377
Epoch 179 - Batch 16,2.5727227,5.5091496,16.237104,46.223343
Epoch 179 - Batch 17,9.292818,13.468431,17.868134,65.226395
Epoch 179 - Batch 18,12.190759,14.154145,21.942863,68.85666
Epoch 179 - Batch 19,4.284546,6.6459446,15.448981,51.381798
Epoch 179 - Batch 20,6.0222845,10.007095,16.300013,57.309982
Epoch 179 - Batch 21,4.312036,7.548321,11.7010975,49.196465
Epoch 179 - Batch 22,6.2508607,8.634351,8.742893,44.303608
Epoch 179 - Batch 23,4.990913,7.424648,16.539047,50.54257
Epoch 179 - Batch 24,4.29858,7.0018315,10.212961,43.48697
Epoch 179 - Batch 25,5.750696,10.227917,15.049187,49.934563
Epoch 179 - Batch 26,8.486456,11.891599,16.495419,57.480556
Epoch 179 - Batch 27,5.5673056,7.1671085,15.663629,50.567104
Epoch 179 - Batch 28,13.0730095,16.158054,20.65861,70.06998
Epoch 180 - Batch 0,5.828941,7.9894886,16.033758,50.74311
Epoch 180 - Batch 1,7.6966887,11.86134,20.34607,63.838776
Epoch 180 - Batch 2,10.536193,9.661709,20.07805,64.62839
Epoch 180 - Batch 3,10.949812,12.175687,24.58662,71.63136
Epoch 180 - Batch 4,5.5287757,5.923884,16.41173,51.448235
Epoch 180 - Batch 5,6.298807,9.1437435,15.570817,51.52948
Epoch 180 - Batch 6,5.876462,7.7469144,12.751832,53.98546
Epoch 180 - Batch 7,7.048989,9.873654,21.073215,67.649506
Epoch 180 - Batch 8,5.3520536,8.123969,14.010343,49.751637
Epoch 180 - Batch 9,4.857506,11.0238,15.052409,52.3709
Epoch 180 - Batch 10,5.9432898,9.896767,12.964187,51.398293
Epoch 180 - Batch 11,4.3559847,5.8882103,16.51924,50.332855
Epoch 180 - Batch 12,5.45907,7.202914,16.739796,54.39063
Epoch 180 - Batch 13,3.4999356,6.118985,15.1077175,47.876495
Epoch 180 - Batch 14,6.8588142,5.871537,12.142084,49.932487
Epoch 180 - Batch 15,7.095109,10.335704,15.64798,57.445843
Epoch 180 - Batch 16,8.789798,10.10368,18.78464,59.688538
Epoch 180 - Batch 17,2.432603,4.5567656,10.94778,39.41747
Epoch 180 - Batch 18,6.8006434,9.21084,18.538933,57.126194
Epoch 180 - Batch 19,8.653898,12.898346,18.747704,59.835167
Epoch 180 - Batch 20,3.835242,7.9978433,14.474983,51.027584
Epoch 180 - Batch 21,7.062229,10.016142,19.544867,59.894623
Epoch 180 - Batch 22,5.906538,5.807269,14.765746,49.169872
Epoch 180 - Batch 23,8.185898,10.574549,13.5637245,52.50089
Epoch 180 - Batch 24,5.1650643,7.65818,15.663574,51.52897
Epoch 180 - Batch 25,4.545598,6.9936705,11.405502,45.203995
Epoch 180 - Batch 26,6.8307266,10.71053,15.607161,54.86682
Epoch 180 - Batch 27,7.2564754,11.831885,16.228317,56.111366
Epoch 180 - Batch 28,6.7417564,8.70165,16.813894,56.373177
Epoch 181 - Batch 0,11.692875,12.25988,17.717556,63.057045
Epoch 181 - Batch 1,6.5755177,7.7453694,15.619968,52.915546
Epoch 181 - Batch 2,6.556587,12.436907,17.34308,61.935707
Epoch 181 - Batch 3,7.6611757,8.83403,16.136086,57.683052
Epoch 181 - Batch 4,10.251846,9.443829,22.209665,68.60432
Epoch 181 - Batch 5,5.287688,5.5467873,13.517,50.256195
Epoch 181 - Batch 6,6.658784,8.937485,16.53004,51.88917
Epoch 181 - Batch 7,5.385295,7.236025,17.893866,54.816887
Epoch 181 - Batch 8,7.480682,7.924967,23.343966,67.89047
Epoch 181 - Batch 9,7.3939085,6.765975,12.950808,50.078476
Epoch 181 - Batch 10,7.700056,7.537942,13.245704,49.581516
Epoch 181 - Batch 11,6.215955,9.25589,15.02523,51.08953
Epoch 181 - Batch 12,5.211645,7.3666086,16.079065,49.714355
Epoch 181 - Batch 13,4.1440277,9.316112,19.750034,58.72861
Epoch 181 - Batch 14,6.7442317,5.203041,13.445626,48.53308
Epoch 181 - Batch 15,5.319909,7.8703675,16.025723,51.560596
Epoch 181 - Batch 16,7.2509546,8.305402,15.644823,54.167038
Epoch 181 - Batch 17,6.8121047,10.128765,17.987682,58.502296
Epoch 181 - Batch 18,2.93122,4.693597,14.985248,43.96084
Epoch 181 - Batch 19,8.5221615,11.634862,21.377575,65.31636
Epoch 181 - Batch 20,7.9513226,12.74675,17.769054,58.73813
Epoch 181 - Batch 21,5.3340435,5.584427,14.357885,49.696068
Epoch 181 - Batch 22,5.568591,8.966608,16.151983,54.65264
Epoch 181 - Batch 23,3.718286,5.2791,12.818304,44.30642
Epoch 181 - Batch 24,5.455575,7.202613,9.802383,41.69421
Epoch 181 - Batch 25,4.6497836,7.5528913,15.745705,50.74926
Epoch 181 - Batch 26,5.833147,5.7481604,11.845024,45.168087
Epoch 181 - Batch 27,5.884941,8.0387745,8.785938,44.926807
Epoch 181 - Batch 28,8.525509,7.900457,14.36693,52.053825
Epoch 182 - Batch 0,5.731186,7.930884,16.01563,53.144608
Epoch 182 - Batch 1,8.113813,10.261989,16.954964,57.13962
Epoch 182 - Batch 2,5.1260705,6.997884,11.923773,47.70323
Epoch 182 - Batch 3,7.219954,12.458282,19.620575,63.41429
Epoch 182 - Batch 4,7.8072014,9.590531,21.290401,63.010468
Epoch 182 - Batch 5,7.414188,8.206756,19.080914,59.16372
Epoch 182 - Batch 6,5.2755775,5.31462,15.936095,50.750004
Epoch 182 - Batch 7,7.1992054,9.692377,17.36568,53.938393
Epoch 182 - Batch 8,6.1499333,7.166358,18.147846,54.96668
Epoch 182 - Batch 9,6.093238,10.338677,18.052711,62.97676
Epoch 182 - Batch 10,5.360515,7.8813105,14.36056,49.155476
Epoch 182 - Batch 11,5.997054,8.074239,14.749378,49.460052
Epoch 182 - Batch 12,4.982591,7.836524,13.724209,47.15364
Epoch 182 - Batch 13,5.1033955,5.8976107,12.509403,46.048634
Epoch 182 - Batch 14,4.3821993,5.8138695,18.485203,53.77337
Epoch 182 - Batch 15,3.764319,4.580633,14.889965,46.411674
Epoch 182 - Batch 16,6.320239,6.9201665,15.776203,52.13615
Epoch 182 - Batch 17,7.611305,7.4576683,15.450393,54.381577
Epoch 182 - Batch 18,10.306723,11.103948,15.585665,61.459328
Epoch 182 - Batch 19,2.7997992,3.721839,12.285994,40.230873
Epoch 182 - Batch 20,11.528662,8.197063,20.331848,63.51381
Epoch 182 - Batch 21,5.6927533,10.334387,13.345282,50.938408
Epoch 182 - Batch 22,7.028294,5.4443445,16.478073,53.86654
Epoch 182 - Batch 23,6.3619127,9.941364,18.836882,59.43112
Epoch 182 - Batch 24,4.505967,5.9910936,11.796431,46.89927
Epoch 182 - Batch 25,6.496175,7.563058,10.57247,43.19523
Epoch 182 - Batch 26,5.041074,6.506584,15.063498,49.684334
Epoch 182 - Batch 27,5.7302284,7.0384808,13.04937,49.22025
Epoch 182 - Batch 28,5.83399,8.888813,14.347528,50.441116
Epoch 183 - Batch 0,9.529514,8.821067,12.283211,53.338142
Epoch 183 - Batch 1,5.7161813,5.980601,14.565147,49.94338
Epoch 183 - Batch 2,9.127161,12.1576,16.689938,59.939762
Epoch 183 - Batch 3,5.714981,5.998276,14.618841,49.257317
Epoch 183 - Batch 4,8.804656,10.763359,19.546139,63.959827
Epoch 183 - Batch 5,6.8519745,12.048532,22.112774,64.5043
Epoch 183 - Batch 6,7.3395987,10.411575,18.50777,59.450603
Epoch 183 - Batch 7,3.9271824,5.17971,15.912711,49.579918
Epoch 183 - Batch 8,7.225252,10.131812,16.418385,54.42751
Epoch 183 - Batch 9,5.299217,6.12475,17.06908,53.161823
Epoch 183 - Batch 10,8.412855,10.015019,22.483551,71.51182
Epoch 183 - Batch 11,8.746639,9.244234,17.546135,58.43008
Epoch 183 - Batch 12,5.3729243,9.093576,15.175354,51.950104
Epoch 183 - Batch 13,4.8263264,7.065936,13.355995,46.189323
Epoch 183 - Batch 14,5.3209124,6.6890707,15.284917,50.69098
Epoch 183 - Batch 15,4.5493608,8.160822,17.887993,56.085762
Epoch 183 - Batch 16,3.6834211,4.0354567,14.04582,46.37526
Epoch 183 - Batch 17,4.753811,8.044219,16.057924,51.246666
Epoch 183 - Batch 18,5.913123,8.877933,16.311096,54.037064
Epoch 183 - Batch 19,7.5268,13.645605,21.003143,65.89122
Epoch 183 - Batch 20,1.7461611,4.236902,15.298775,44.412663
Epoch 183 - Batch 21,7.53355,10.687359,16.652054,62.254288
Epoch 183 - Batch 22,7.3358564,10.090523,17.346323,56.289726
Epoch 183 - Batch 23,4.418169,6.4490223,16.804947,51.2349
Epoch 183 - Batch 24,6.5496745,6.315689,18.418047,55.00625
Epoch 183 - Batch 25,4.3870487,5.419327,14.353151,48.107307
Epoch 183 - Batch 26,6.7335043,7.042509,11.877867,44.52192
Epoch 183 - Batch 27,8.764701,6.716366,16.357603,54.75067
Epoch 183 - Batch 28,4.722437,5.6380215,10.794674,42.3173
Epoch 184 - Batch 0,5.529969,9.18147,12.922556,47.682846
Epoch 184 - Batch 1,7.219323,11.148832,15.219498,55.599907
Epoch 184 - Batch 2,6.6865654,6.7649374,15.34421,53.435875
Epoch 184 - Batch 3,10.554519,13.240841,15.509222,60.498764
Epoch 184 - Batch 4,5.2836614,10.041273,14.953615,53.40709
Epoch 184 - Batch 5,9.857847,10.851167,18.893478,64.13925
Epoch 184 - Batch 6,7.802205,8.65956,21.139502,61.37059
Epoch 184 - Batch 7,6.1657057,9.354002,21.55582,63.056435
Epoch 184 - Batch 8,3.812313,4.696151,15.782249,49.951424
Epoch 184 - Batch 9,6.2820625,8.775839,16.55196,52.298687
Epoch 184 - Batch 10,5.5647717,7.162565,16.47472,54.995747
Epoch 184 - Batch 11,7.7189198,8.662636,23.26222,70.02592
Epoch 184 - Batch 12,6.5001373,7.473669,17.686771,53.091076
Epoch 184 - Batch 13,6.107896,6.9996567,15.579222,49.45864
Epoch 184 - Batch 14,4.7325544,6.905091,12.781559,44.59293
Epoch 184 - Batch 15,4.1427565,6.8194017,10.27521,45.829304
Epoch 184 - Batch 16,4.3583245,6.2542257,18.489956,54.60449
Epoch 184 - Batch 17,3.1725159,4.67379,12.97152,46.113945
Epoch 184 - Batch 18,4.063677,6.2119064,14.155869,47.639767
Epoch 184 - Batch 19,7.2816854,11.438248,17.738441,60.227127
Epoch 184 - Batch 20,6.93184,10.74322,13.121956,56.975822
Epoch 184 - Batch 21,2.7701297,4.006559,14.931965,43.378906
Epoch 184 - Batch 22,6.8092065,7.841641,18.619862,57.339397
Epoch 184 - Batch 23,8.997367,9.272724,15.510051,54.721912
Epoch 184 - Batch 24,4.0498695,5.4723253,16.160154,50.703644
Epoch 184 - Batch 25,5.1074133,6.7761583,18.087753,54.07164
Epoch 184 - Batch 26,3.865335,5.331396,13.430876,47.353485
Epoch 184 - Batch 27,6.8741255,7.785839,11.825556,44.724556
Epoch 184 - Batch 28,4.274769,5.956871,13.737637,47.354214
Epoch 185 - Batch 0,4.8563986,5.0734496,12.166134,43.444683
Epoch 185 - Batch 1,5.069944,8.504556,14.249381,47.70916
Epoch 185 - Batch 2,8.373221,12.732031,16.677471,58.109184
Epoch 185 - Batch 3,5.41372,7.00871,14.16473,51.625008
Epoch 185 - Batch 4,10.316793,10.767216,16.201372,59.08368
Epoch 185 - Batch 5,4.748311,5.7706747,12.815317,46.680367
Epoch 185 - Batch 6,8.462213,14.255486,22.041428,70.015915
Epoch 185 - Batch 7,6.7033195,7.9423943,20.572226,59.757645
Epoch 185 - Batch 8,5.6088552,8.626442,22.037405,61.93995
Epoch 185 - Batch 9,4.4166484,4.653422,14.327948,48.66671
Epoch 185 - Batch 10,6.923007,8.807726,15.787231,54.02958
Epoch 185 - Batch 11,3.8802166,4.9812946,14.224043,48.525925
Epoch 185 - Batch 12,7.3898664,7.9059577,20.960815,66.76465
Epoch 185 - Batch 13,7.409625,7.323045,15.724411,53.01739
Epoch 185 - Batch 14,5.5433645,7.207275,12.764826,46.284645
Epoch 185 - Batch 15,5.4858007,6.4848566,13.687327,46.804615
Epoch 185 - Batch 16,4.448905,6.3740535,15.646139,50.366882
Epoch 185 - Batch 17,3.7692797,5.8628893,18.874493,54.510616
Epoch 185 - Batch 18,3.7992597,6.187633,13.382703,48.12308
Epoch 185 - Batch 19,6.9033475,5.806301,16.293653,52.07984
Epoch 185 - Batch 20,6.334687,9.489536,14.717373,54.69633
Epoch 185 - Batch 21,16.693409,9.54333,18.719585,70.23845
Epoch 185 - Batch 22,2.2428064,4.1742115,15.3278265,43.875263
Epoch 185 - Batch 23,6.1923585,8.3149185,18.14769,56.626408
Epoch 185 - Batch 24,8.036423,9.749939,16.199783,54.57877
Epoch 185 - Batch 25,4.4982505,6.0368414,15.483557,50.994034
Epoch 185 - Batch 26,5.130657,5.6781225,12.13644,50.526432
Epoch 185 - Batch 27,5.0283604,5.887565,14.909279,49.612854
Epoch 185 - Batch 28,5.044485,6.8232064,9.263255,41.835762
Epoch 186 - Batch 0,4.4460154,7.2514176,12.22101,48.891556
Epoch 186 - Batch 1,5.2109575,4.799047,11.821991,44.877327
Epoch 186 - Batch 2,7.2024603,8.161928,14.374171,50.237568
Epoch 186 - Batch 3,8.171793,7.1650558,11.625166,50.089325
Epoch 186 - Batch 4,4.80513,6.567827,13.588216,49.330784
Epoch 186 - Batch 5,6.827523,9.884049,15.958628,55.69484
Epoch 186 - Batch 6,5.3181314,6.8873715,16.02509,51.756607
Epoch 186 - Batch 7,6.375001,8.746266,18.012691,58.458572
Epoch 186 - Batch 8,6.398219,7.6983204,19.049784,58.804474
Epoch 186 - Batch 9,8.300055,8.724101,21.34402,63.680824
Epoch 186 - Batch 10,5.150794,5.176577,14.672015,50.59363
Epoch 186 - Batch 11,5.7382445,7.028413,15.581185,49.077812
Epoch 186 - Batch 12,4.40286,6.041755,11.839903,49.13562
Epoch 186 - Batch 13,8.149539,9.243359,21.329832,68.0517
Epoch 186 - Batch 14,8.083175,6.621153,16.316998,52.943317
Epoch 186 - Batch 15,4.910009,7.0280104,12.524274,45.398254
Epoch 186 - Batch 16,4.1781864,6.4671097,12.9717045,43.892754
Epoch 186 - Batch 17,11.651589,6.600109,20.084637,62.641693
Epoch 186 - Batch 18,3.9079444,5.8674374,15.643697,50.66374
Epoch 186 - Batch 19,4.1233172,5.7535276,15.001029,48.24215
Epoch 186 - Batch 20,4.4085226,5.167042,14.376991,47.510834
Epoch 186 - Batch 21,7.200671,9.162859,16.920597,57.095642
Epoch 186 - Batch 22,5.781896,10.578076,18.45419,58.489193
Epoch 186 - Batch 23,2.928915,4.321705,14.874753,43.58275
Epoch 186 - Batch 24,6.6840444,6.1728125,17.500168,54.089455
Epoch 186 - Batch 25,10.846733,10.117401,17.51451,59.63256
Epoch 186 - Batch 26,5.5535684,7.0385017,16.666626,55.02202
Epoch 186 - Batch 27,4.6291842,6.1411266,17.931774,52.495525
Epoch 186 - Batch 28,2.991633,4.9630957,13.830078,45.647285
Epoch 187 - Batch 0,5.1096187,6.8604555,9.55105,39.923737
Epoch 187 - Batch 1,4.4829297,6.2407675,13.973257,47.87493
Epoch 187 - Batch 2,6.718548,5.7197037,12.543499,45.943203
Epoch 187 - Batch 3,6.098225,6.834373,14.122427,46.697678
Epoch 187 - Batch 4,6.5842876,6.6431904,13.742611,48.545654
Epoch 187 - Batch 5,5.599521,6.7092466,14.755419,51.83811
Epoch 187 - Batch 6,8.6863985,11.406796,17.291122,59.473152
Epoch 187 - Batch 7,4.751061,6.5848494,14.7851715,49.674408
Epoch 187 - Batch 8,7.314687,10.173897,19.286915,63.0854
Epoch 187 - Batch 9,6.260686,7.6291876,16.174038,55.279526
Epoch 187 - Batch 10,6.051221,8.509197,20.313637,61.12285
Epoch 187 - Batch 11,3.7881982,3.7891266,14.223099,46.944374
Epoch 187 - Batch 12,8.361389,8.358988,17.447182,55.22687
Epoch 187 - Batch 13,5.7760167,6.2660475,17.229351,54.476254
Epoch 187 - Batch 14,7.867185,7.013567,22.048548,66.53807
Epoch 187 - Batch 15,7.138075,7.766388,15.73213,53.047592
Epoch 187 - Batch 16,5.465145,6.185114,14.036675,46.350838
Epoch 187 - Batch 17,5.8803425,7.9272704,15.630426,49.325264
Epoch 187 - Batch 18,5.1284666,5.9798737,14.723021,48.96633
Epoch 187 - Batch 19,4.164931,6.314498,10.5503235,48.209335
Epoch 187 - Batch 20,3.3251653,5.620145,13.823444,45.98348
Epoch 187 - Batch 21,5.5206804,6.7121344,14.429594,50.91523
Epoch 187 - Batch 22,8.033424,8.386704,17.611448,56.99672
Epoch 187 - Batch 23,6.167389,10.269719,17.77454,57.654045
Epoch 187 - Batch 24,3.410651,3.2084084,14.345909,42.641956
Epoch 187 - Batch 25,7.6838717,7.26097,18.026548,57.80764
Epoch 187 - Batch 26,9.3695965,11.13952,16.718216,59.050503
Epoch 187 - Batch 27,3.57967,4.795711,15.700718,49.04554
Epoch 187 - Batch 28,4.9436464,6.6719646,16.75771,53.51724
Epoch 188 - Batch 0,3.061169,4.736866,11.963862,45.453053
Epoch 188 - Batch 1,6.3612194,6.670167,11.106395,42.939857
Epoch 188 - Batch 2,5.1667905,9.005778,16.265533,55.485546
Epoch 188 - Batch 3,5.2923536,5.2223835,12.569448,44.77243
Epoch 188 - Batch 4,5.5978994,8.932551,13.573267,49.786446
Epoch 188 - Batch 5,9.064288,11.437945,13.57252,57.228542
Epoch 188 - Batch 6,5.346795,7.9143286,15.348494,52.859642
Epoch 188 - Batch 7,5.787177,13.208217,15.841199,56.05737
Epoch 188 - Batch 8,4.6113057,12.153252,12.621919,53.435043
Epoch 188 - Batch 9,7.6080723,12.899359,12.798392,62.643185
Epoch 188 - Batch 10,6.5257597,8.223494,19.882198,60.68456
Epoch 188 - Batch 11,7.2244596,8.871736,15.199247,58.97706
Epoch 188 - Batch 12,6.1592016,5.836438,16.650608,56.771877
Epoch 188 - Batch 13,6.6884294,10.004928,15.347804,56.218185
Epoch 188 - Batch 14,6.2410045,10.589428,16.42761,61.600433
Epoch 188 - Batch 15,8.016857,9.035901,23.203842,71.156975
Epoch 188 - Batch 16,6.625215,8.369134,15.429685,52.08746
Epoch 188 - Batch 17,4.2540793,6.7860694,13.279481,46.709496
Epoch 188 - Batch 18,4.280009,6.131118,13.329449,44.38804
Epoch 188 - Batch 19,5.7940598,7.17212,16.476381,54.53723
Epoch 188 - Batch 20,4.1314583,7.1922274,19.501429,55.36982
Epoch 188 - Batch 21,3.8558388,5.391894,13.488691,46.336693
Epoch 188 - Batch 22,5.9875546,6.0788326,11.701313,49.00676
Epoch 188 - Batch 23,6.7399464,10.530173,19.152433,60.98648
Epoch 188 - Batch 24,7.678861,11.187468,19.767181,62.160965
Epoch 188 - Batch 25,1.9700192,4.0206647,13.455727,40.702686
Epoch 188 - Batch 26,5.806528,10.589994,16.404724,59.521355
Epoch 188 - Batch 27,5.831221,12.409252,18.212318,58.40783
Epoch 188 - Batch 28,3.084794,7.73991,15.280611,53.672745
Epoch 189 - Batch 0,4.895346,10.639355,18.241955,60.868275
Epoch 189 - Batch 1,4.5178847,6.4847875,13.180762,50.295845
Epoch 189 - Batch 2,5.7072506,8.376646,9.813879,42.395103
Epoch 189 - Batch 3,3.9432325,6.385969,14.685019,48.38468
Epoch 189 - Batch 4,4.865174,5.312193,9.99229,43.26185
Epoch 189 - Batch 5,5.335929,7.1977496,8.730734,45.180794
Epoch 189 - Batch 6,6.8028173,8.92716,13.005754,50.34482
Epoch 189 - Batch 7,5.1926174,7.0734158,15.385594,51.99075
Epoch 189 - Batch 8,9.135748,11.603796,17.614395,60.39935
Epoch 189 - Batch 9,4.4548054,7.371364,11.646505,46.820686
Epoch 189 - Batch 10,6.063469,10.709898,19.7768,60.76065
Epoch 189 - Batch 11,7.100935,10.148462,19.73846,62.46944
Epoch 189 - Batch 12,7.9911947,11.542477,16.941505,61.923416
Epoch 189 - Batch 13,3.4039888,3.834383,13.555794,46.489014
Epoch 189 - Batch 14,4.834769,8.578911,15.746647,51.256123
Epoch 189 - Batch 15,2.809879,6.0442176,15.8179455,49.432915
Epoch 189 - Batch 16,5.2234735,9.479214,23.082102,67.11081
Epoch 189 - Batch 17,6.804041,6.9848323,14.0439825,51.881073
Epoch 189 - Batch 18,4.328826,5.69229,12.746876,45.32144
Epoch 189 - Batch 19,6.577999,6.299915,10.934722,46.789047
Epoch 189 - Batch 20,3.312668,5.8572483,12.607441,45.652218
Epoch 189 - Batch 21,4.802715,5.9862833,18.127983,54.855408
Epoch 189 - Batch 22,3.1592548,5.511242,14.761449,48.11949
Epoch 189 - Batch 23,4.7537327,6.678425,12.219375,48.31186
Epoch 189 - Batch 24,6.350933,8.540576,14.974848,54.782227
Epoch 189 - Batch 25,7.448965,11.73333,13.94174,59.25199
Epoch 189 - Batch 26,3.6322343,4.401449,15.225311,47.148438
Epoch 189 - Batch 27,9.394738,8.825466,17.206993,60.51104
Epoch 189 - Batch 28,9.413153,10.611923,16.70175,58.75921
Epoch 190 - Batch 0,3.221284,7.397504,14.854505,50.75144
Epoch 190 - Batch 1,7.509748,6.863242,16.345592,56.259705
Epoch 190 - Batch 2,3.4733975,5.834466,14.805843,47.941936
Epoch 190 - Batch 3,5.5519753,7.675747,10.920599,42.73772
Epoch 190 - Batch 4,3.3900137,6.2717476,14.417944,48.84929
Epoch 190 - Batch 5,6.7298203,7.912136,12.070233,49.994293
Epoch 190 - Batch 6,5.4523373,8.444989,14.770874,50.92024
Epoch 190 - Batch 7,7.246271,10.430071,14.9098,54.39225
Epoch 190 - Batch 8,4.5562296,5.669177,14.064292,47.738937
Epoch 190 - Batch 9,7.403727,13.689885,16.819843,60.020885
Epoch 190 - Batch 10,4.571772,5.798688,14.452364,48.49771
Epoch 190 - Batch 11,5.511297,8.975295,14.311119,57.042477
Epoch 190 - Batch 12,5.742516,8.014437,18.976141,58.435196
Epoch 190 - Batch 13,6.7500577,8.786512,16.760376,57.405323
Epoch 190 - Batch 14,3.5474992,4.786541,13.881729,47.606983
Epoch 190 - Batch 15,8.419949,9.569044,15.791138,56.73973
Epoch 190 - Batch 16,4.9828963,6.2502575,15.797595,53.56917
Epoch 190 - Batch 17,6.164816,7.607925,17.70794,62.946915
Epoch 190 - Batch 18,4.971781,6.4244776,14.2825985,47.42932
Epoch 190 - Batch 19,6.108368,6.7928123,13.104652,47.198074
